id,NameLatNom,rus,NameLatGen,Type,VrdG,VsdG,GttsPerMl,Density,E_Factor,KUO,KV,Solubility,Storage,InteractionNotes,ointment_entry_type,ointment_solvent_inn_key,ointment_ratio_solute_to_solvent,ointment_note,PedsVrdG,PedsRdG,VrdChild_0_1,VrdChild_1_6,VrdChild_7_14,NeedsTrituration,ByComposition,PharmActivity,ByNature,PhysicalState,IsListA_Poison,NaturalGroup,IsNarcotic,List_A,List_B,HerbalPart,PrepMethod,HerbalRatio,WaterTempC,HeatBathMin,StandMin,CoolMin,Strain,PressMarc,BringToVolume,ShelfLifeHours,StoragePrepared,NotesHerbal,IsHerbalMix,MixComponents,MixUse,ExtractionSolvent,TinctureRatio,MacerationDays,ShakeDaily,Filter,StorageTincture,ExtractType,ExtractSolvent,ExtractRatio,ExtractStd,IsOintmentFitocomp,OintmentBase,OintmentStrength,UseRoute,Process,BufferType,BufferPH,BufferMolarity,BufferComponents,SolventType,Sterile,NotesSolvent,BaseType,NotesBase,dissolution_type
389,Species cholagogae,Виды желчегонные,Species cholagogae,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердые,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Cholagogue tea mix; composition may vary.,YES,Taraxaci radix:Radix:30; Centaureae herba:Herba:25; Mentha piperita folia:Folia:25; Chamomilla flores:Flores:20,Cholagogue,Water,,,,,,,,,,,,,,,,,,,,,,,,
390,Species diureticae,Мочегонные виды,Species diureticae,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердые,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Typical diuretic mix; uva ursi may be restricted in some contexts.,YES,Betulae folia:Folia:25; Equiseti herba:Herba:25; Polygonii avicularis herba:Herba:25; Uvae ursi folia:Folia:25,Diuretic,Water,,,,,,,,,,,,,,,,,,,,,,,,
391,Species expectorantes,Отхаркивающие виды,Species expectorantes,HerbalMix,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,YES,Thymi herba:Herba:30; Glycyrrhizae radix:Radix:30; Plantago folia:Folia:20; Coltsfoot folia (Tussilago):Folia:20,Expectorant,Water,,,,,,,,,,,,,,,,,,,,,,,,
392,Species laxantes,Слабительные виды,Species laxantes,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердые,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Classic laxative tea mix.,YES,Sennae folia:Folia:40; Frangulae cortex:Cortex:30; Foeniculi fructus:Fructus:15; Anisi fructus:Fructus:15,Laxative,Water,,,,,,,,,,,,,,,,,,,,,,,,
393,Species pectorales,Грудные виды,Species pectorales,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердые,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Classic pectoral herbal tea mix; composition can vary by pharmacopeia.,YES,Coltsfoot folia (Tussilago):Folia:25; Plantago folia:Folia:25; Glycyrrhizae radix:Radix:25; Thymi herba:Herba:25,Pectoral (cough),Water,,,,,,,,,,,,,,,,,,,,,,,,
394,Species sedativae,Виды седативные,Species sedativae,HerbalMix,,,,,,,,,,,,,,,,,,,,,,,Природные,Твердые,,Растительное сырье,,,,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Sedative tea mix; ratios can vary.,YES,Valeriana radix:Radix:30; Melissae folia:Folia:25; Mentha piperita folia:Folia:25; Chamomilla flores:Flores:20,Sedative,Water,,,,,,,,,,,,,,,,,,,,,,,,
395,Species stomachicae,Виды желудка,Species stomachicae,HerbalMix,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,YES,Mentha piperita folia:Folia:25; Foeniculi fructus:Fructus:25; Anisi fructus:Fructus:25; Melissae folia:Folia:25,Stomachic,Water,,,,,,,,,,,,,,,,,,,,,,,,
396,Species vitaminicae,Виды витаминов,Species vitaminicae,HerbalMix,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,YES,Rosae fructus:Fructus:40; Urtica folia:Folia:20; Betulae folia:Folia:20; Crataegi fructus:Fructus:20,Vitaminic,Water,,,,,,,,,,,,,,,,,,,,,,,,
397,Anisi fructus,Анисовые фрукты,Anisi fructus,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Fructus,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Arnicae flores,Цветы арники,Arnicae flores,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Flores,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Betulae folia,Листья березы,Betulae folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Calendula flores,Календула цветочная,Calendula flores,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Flores,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Centaureae herba,Центаурея трава,Centaureae herba,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Herba,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Chamomilla flores,цветы ромашки,Chamomilla flores,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Flores,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Usually infusion; aromatic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Coltsfoot folia (Tussilago),Мать-и-мачеха листовая (Tussilago),Coltsfoot folia (Tussilago),HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Coriandri fructus,Кориандр фрукты,Coriandri fructus,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Fructus,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Crataegi fructus,Плод чертополоха,Crataegi fructus,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Fructus,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Equiseti herba,трава хвоща,Equiseti herba,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Herba,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Eucalypti folia,Эвкалипт листоватый,Eucalypti folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Foeniculi fructus,Фенхель фрукты,Foeniculi fructus,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Fructus,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Frangulae cortex,Хрустящая корочка,Frangulae cortex,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Cortex,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Glycyrrhizae radix,Корень солодки,Glycyrrhizae radix,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Radix,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Hypericum herba,Зверобой,Hypericum herba,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Herba,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Matricariae flores,Цветы ромашки,Matricariae flores,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Flores,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Melissae folia,Мелисса уходит,Melissae folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Mentha piperita folia,Мята пиперита листовая,Mentha piperita folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion; avoid prolonged boiling to preserve volatile oils.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Plantago folia,Листья подорожника,Plantago folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Polygonii avicularis herba,Многогония авикулярная трава,Polygonii avicularis herba,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Herba,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Quercus cortex,Quercus кора головного мозга,Quercus cortex,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Cortex,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",Decoction; bark typically boiled longer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Rosae fructus,плоды розы,Rosae fructus,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Fructus,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Salvia folia,Сальвия листовая,Salvia folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion for rinses/gargles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Sennae folia,Сенна листовая,Sennae folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Taraxaci radix,Радикс Тараксачи,Taraxaci radix,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Radix,Decoction,1:10,90-100,30.0,,10.0,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Thymi herba,Трава тимьяна,Thymi herba,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Herba,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Tiliae flores,Цветы липы,Tiliae flores,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Flores,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Urtica folia,Листья крапивы,Urtica folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Uvae ursi folia,Листья винограда медвежьи,Uvae ursi folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,Water,,,,,,,,,,,,,,,,,,,,,,,,
426,Valeriana radix,Валериана корень,Valeriana radix,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Radix,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Often infusion; can be gentle heating. Strong odor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Succus Sopophori,Сок сопофора,Succi Sopophori,Liquid,0.1,0.3,25,1.05,0,0,0,Miscible,У холодильнику (2-8°C),Інактивується при нагріванні та контакті зі сталлю,None,None,0,Свіжовижатий сік,0.02,0.06,0.005,0.01,0.03,NO,Natural,Hypnotic,Herbal,ViscousLiquid,YES,Fabaceae,NO,YES,NO,Fructus,Expression,0,0,0,0,True,YES,NO,24,2-8°C,Використовувати срібне лезо для віджиму,False,None,Internal,None,0,0,False,NO,ColdStorage,Juice,None,1:1,None,False,None,0,Internal,Pressing,None,0,0,None,NaturalCellSap,False,Enzymatic,None,None,Direct,
428,Tinctura Absinthii,Настойка абсента,Tincturae Absinthii,Liquid,0.6,1.8,56,0.92,0,0,0,Soluble,У прохолодному та захищеному від світла місці,Несумісна з танінами та солями заліза,None,None,0,Спиртовий витяг,0.2,0.6,0.05,0.1,0.3,NO,Natural,Stomachic,Herbal,Liquid,NO,Asteraceae,NO,NO,YES,Herba,Maceratio,1:5,0,0,0,0,YES,YES,YES,8760,15-25°C,Містить артемізинін,NO,None,Internal,Alcohol70%,1:5,7,YES,YES,AmberGlass,Bitter,Ethanol,1:5,Standardized,NO,None,0,Internal,Extraction,None,0,0,None,Ethanol70%,NO,Volatile,None,None,Alcoholic
429,Acidum hydrochloricum,Соляная кислота,Acidi hydrochlorici,Liquid_Standard,,,20,1.048,0.12,1.0,,1:1,LightProtected,IncompatibleWithAlkalies,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,Жидкие,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Acidum hydrochloricum dilutum,Кислота хлористоводородная разведенная,Acidi hydrochlorici diluti,Liquid_Standard,2.0,5.0,20,1.04,1.0,1.0,,1:1,LightProtected,IncompatibleWithAlkaliesAndCarbonates,,,,,,0.5,1.5,0.1,0.5,1.0,NO,Лекарственное вещество,Стимулятор желудочной секреции,Синтетические,Жидкие,NO,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral,,,,,,10% HCl solution,NO,Prepared by mixing 1 part 24.8-25.2% HCl and 2 parts water.,,
431,Amyl alcohol,Амиловый спирт,Alcoholis amylici,Solv,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Anise water,Анисовая вода,Aquae Anisi,Solv,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Aqua destillata,Аква дистиллята,Aquae destillatae,Solv,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Aqua Menthae,Аква Мента,Aquae Menthae,Solv,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Aqua pro injectionibus,Вода для инъекций,Aqua pro injectionibus,Solv,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parenteral / Ophthalmic,,,,,,Water for injection,YES,"Sterile, pyrogen-free water for injections.",,,
436,Aqua purificata,Вода очищенная,Aqua purificata,Solv,,,,1.0,1.0,1.0,,1:1,"15-25°C, tightly closed",,,,,,,,,,,NO,Вспомогательное вещество,,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral / Topical,,,,,,Water purified,NO,Purified water according to pharmacopeia.,,,
437,Ethanol 70%,Этанол 70%,Spiritus aethylici 70%,Solv,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Glycerin,Глицерин,Glycerini,Solv,,,24,1.25,,,,Змішується з водою та спиртом,"У щільно закупореній тарі, гігроскопічний",,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Glycerol,Глицерин,Glycerini,Solv,,,24,1.25,,,,Змішується з водою та спиртом,"У щільно закупореній тарі, гігроскопічний",,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Oleum Helianthi,Масло Гелианта,Olei Helianthi,Solv,,,,0.92,1.0,1.0,,Insoluble,CoolPlace,RancidityRisk,,,,,,,,,,,NO,Вспомогательное вещество,Растворитель,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,,,,,Sunflower oil,NO,Used as oily base for liniments and solutions.,,
441,Propylenglycolum,Пропиленгликоль,Propylenglycolum,Solv,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral / Parenteral (limited),,,,,,Glycol solvent,NO,Co-solvent; increases solubility of lipophilic substances.,,,
442,Tinctura Arnicae,Настойка арники,Tinctura Arnicae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Arnicae flores::100,External use,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
443,Tinctura Calendulae,Настойка календулы,Tinctura Calendulae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Calendula flores::100,Antiseptic,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
444,Tinctura Capsici,Настойка стручкового перца,Tinctura Capsici,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Capsici fructus::100,Rubefacient,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
445,Tinctura Crataegi,Настойка крапивы,Tinctura Crataegi,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Crataegi fructus::100,Cardiotonic,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
446,Tinctura Echinaceae,Настойка эхинацеи,Tinctura Echinaceae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Echinacea purpurea herba::100,Immunostimulant,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
447,Tinctura Eleutherococci,Настойка элеутерококка,Tinctura Eleutherococci,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Eleutherococcus radix::100,Adaptogen,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
448,Tinctura Hyperici,Настойка зверобоя,Tinctura Hyperici,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Hypericum herba::100,Antidepressant-like / antiseptic,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
449,Tinctura Leonuri,Настойка леонури,Tinctura Leonuri,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Leonurus cardiaca herba::100,Sedative,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
450,Tinctura Menthae piperitae,Настойка перечной мяты,Tinctura Menthae piperitae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Mentha piperita folia::100,Carminative,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
451,Tinctura Valerianae,Настойка валерианы,Tinctura Valerianae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Valeriana radix::100,Sedative,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
452,Pix liquida,Ликвид Пикс,Picis liquidae,Viscous Liquid,0.0,0.0,40.0,1.1,0.0,0.0,0.0,Lipid-miscible,Well-closed container,Incompatible with strong acids,liquid_active,none,0.0,Вводити в останню чергу; можна використовувати для розтирання порошків,0.0,0.0,0.0,0.0,0.0,YES,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Vinylinum,Винилин,Vinylini,Viscous Liquid,0.0,0.0,30.0,1.03,0.0,0.0,0.0,Lipid-miscible,"Well-closed container, dark place",Generally stable,liquid_active,none,0.0,Очень вязкий! Вводить в последнюю очередь. Можно использовать для растирания порошков.,0.0,0.0,0.0,0.0,0.0,YES,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
