id,NameLatNom,rus,NameLatGen,Type,VrdG,VsdG,GttsPerMl,Density,E_Factor,KUO,KV,Solubility,Storage,InteractionNotes,ointment_entry_type,ointment_solvent_inn_key,ointment_ratio_solute_to_solvent,ointment_note,PedsVrdG,PedsRdG,VrdChild_0_1,VrdChild_1_6,VrdChild_7_14,NeedsTrituration,ByComposition,PharmActivity,ByNature,PhysicalState,IsListA_Poison,NaturalGroup,IsNarcotic,List_A,List_B,HerbalPart,PrepMethod,HerbalRatio,WaterTempC,HeatBathMin,StandMin,CoolMin,Strain,PressMarc,BringToVolume,ShelfLifeHours,StoragePrepared,NotesHerbal,IsHerbalMix,MixComponents,MixUse,ExtractionSolvent,TinctureRatio,MacerationDays,ShakeDaily,Filter,StorageTincture,ExtractType,ExtractSolvent,ExtractRatio,ExtractStd,IsOintmentFitocomp,OintmentBase,OintmentStrength,UseRoute,Process,BufferType,BufferPH,BufferMolarity,BufferComponents,SolventType,Sterile,NotesSolvent,BaseType,NotesBase,dissolution_type
385,Tinctura Eleutherococci,Настойка элеутерококка,Tinctura Eleutherococci,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Eleutherococcus radix::100,Adaptogen,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
386,Tinctura Eucalypti,Эвкалиптовая настойка,Tincturae Eucalypti,Act,,,52.0,,,,,Змішується зі спиртом,Захищене від світла місце,Антисептик,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Tinctura Hyperici,Настойка зверобоя,Tinctura Hyperici,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Hypericum herba::100,Antidepressant-like / antiseptic,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
388,Tinctura Leonuri,Настойка леонури,Tinctura Leonuri,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Leonurus cardiaca herba::100,Sedative,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
389,Tinctura Menthae,Настойка менты,Tincturae Menthae,Act,,,47.0,,,,,Змішується зі спиртом,Прохолодне місце,Містить ментол,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Tinctura Menthae piperitae,Настойка перечной мяты,Tinctura Menthae piperitae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Mentha piperita folia::100,Carminative,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
391,Tinctura Valerianae,Настойка валерианы,Tinctura Valerianae,Tincture,,,,,,,,,,,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,Alcoholic tincture (typical).,NO,Valeriana radix::100,Sedative,Ethanol 70%,1:5,7-14,YES,YES,"15-25°C, tightly closed, protect from light",,,,,,,,,,,,,,,,,,,
392,Tincture of iodine,Настойка йода,Tincturae Iodi,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Tincture of valerian,Настойка валерианы,Tincturae Valerianae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Tragacanth,трагакант,Tragacanthae,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Triethanolamine,Триэтаноламин,Triethanolamini,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Unguentum Arnicae 5%,Арника мазь 5%,Unguentum Arnicae 5%,OintmentPhyto,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Arnicae flores::100,,,,,,,,,,,,YES,Vaselinum,5%,External,Arnica tincture/extract thickened into base.,,,,,,,,,,
397,Unguentum Calendulae 10%,Календула мазь 10%,Unguentum Calendulae 10%,OintmentPhyto,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Calendula flores::100,,,,,,,,,,,,YES,Vaselinum,10%,External,Calendula extract/infusion incorporated into base.,,,,,,,,,,
398,Unguentum Capsici 0.025%,"Стручковый перец мазь 0,025%",Unguentum Capsici 0.025%,OintmentPhyto,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Capsici fructus::100,,,,,,,,,,,,YES,Vaselinum,0.025%,External,Capsicum tincture/extract; rubefacient.,,,,,,,,,,
399,Unguentum Chamomillae 5%,Ромашковая мазь 5%,Unguentum Chamomillae 5%,OintmentPhyto,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Chamomilla flores::100,,,,,,,,,,,,YES,Lanolinum/Vaselinum,5%,External,Chamomile extract in base.,,,,,,,,,,
400,Unguentum Hyperici 5%,Зверобой 5%,Unguentum Hyperici 5%,OintmentPhyto,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Hypericum herba::100,,,,,,,,,,,,YES,Vaselinum,5%,External,Hypericum oil/extract in base.,,,,,,,,,,
401,Unguentum Salviae 5%,Мазь шалфея 5%,Unguentum Salviae 5%,OintmentPhyto,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,NO,Salvia folia::100,,,,,,,,,,,,YES,Lanolinum/Vaselinum,5%,External,Sage extract in base.,,,,,,,,,,
402,Urea,Мочевина,Ureae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Urtica folia,Листья крапивы,Urtica folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Infusion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Uvae ursi folia,Листья винограда медвежьи,Uvae ursi folia,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Folia,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",,,,,Water,,,,,,,,,,,,,,,,,,,,,,,,
405,Valerian,Валериана,Valerianae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Valerian tincture,настойка валерианы,Tincturae Valerianae,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Valeriana radix,Валериана корень,Valeriana radix,HerbalRaw,,,,,,,,Extracted with water (infusion/decoction),"Store dry, protected from moisture",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,Radix,Infusion,1:10,90-100,15.0,45,,YES,YES,YES,48.0,"2-8°C, tightly closed",Often infusion; can be gentle heating. Strong odor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Vaseline,Вазелин,Vaselini,Base,,,,,,,,Практично нерозчинний у воді та спирті,У захищеному від світла місці,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Vaselinum,Вазелин,Vaselini,Base,,,,,,,,Практично нерозчинний у воді та спирті,У захищеному від світла місці,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Мягкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Vinylinum,Винилин,Vinylini,Viscous Liquid,0.0,0.0,30.0,1.03,0.0,0.0,0.0,Lipid-miscible,"Well-closed container, dark place",Generally stable,liquid_active,none,0.0,Очень вязкий! Вводить в последнюю очередь. Можно использовать для растирания порошков.,0.0,0.0,0.0,0.0,0.0,YES,Лекарственное вещество,Несильнодействующие,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Vitamin A,Витамин А,Vitamini A,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Vitamin B1,Витамин В1,Thiamini,Act,0.1,0.3,,,,,,,,,,,,,0.05,0.15,0.0125,0.025,0.05,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Vitamin B12,Витамин В12,Cyanocobalamini,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Ядовитые,Синтетические,Твердые,YES,,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Vitamin C,Витамин С,Acidi ascorbici,Act,0.5,1.5,,,,,,,,,,,,,0.25,0.75,0.0625,0.125,0.25,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Vitamin D2,Витамин D2,Ergocalciferoli,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Vitamin E,Витамин Е,Tocopheroli,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Vitamin K,Витамин К,Menadioni,Act,0.01,0.03,,,,,,,,,,,,,0.005,0.015,0.00125,0.0025,0.005,YES,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Vitamin PP,Витамин РР,Acidi nicotinici,Act,0.1,0.5,,,,,,,,,,,,,0.05,0.25,0.0125,0.025,0.05,NO,Лекарственное вещество,Ядовитые,Природные,Твердые,YES,Алкалоиды,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Vitaminum E,Витамин Е,Vitamini E,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,White precipitate,Белый осадок,Hydrargyri ammoniati,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,White wax,Воск белый,Cerae albae,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Wool fat,Шерстяной жир,Adipis lanae,Base,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Xanthine,Ксантин,Xanthini,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Xeroformium,Ксероформий,Xeroformii,Insoluble Powder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insoluble,"Light-protected, cool",Avoid strong oxidizers,suspension,vaseline_oil,0.5,Розтирати з рідким компонентом (олією або дьогтем),0.0,0.0,0.0,0.0,0.0,YES,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Xylene,Ксилол,Xyleni,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Yellow beeswax,Воск желтый,Cerae flavae,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Zinc chloride,Хлорид цинка,Zinci chloridi,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Zinc oxide,Оксид цинка,Zinci oxydi,Act,,,,,,,33.0,Практически нерозчинний у воді та спирті,У щільно закупореній тарі,Несумісний з кислотами,suspension,,,Нерозчинний: тритурація; рекомендація Oleum Vaselini 0.5× від маси порошку,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Zinc stearate,Цинк стеарат,Zinci stearatis,Aux,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Zinc sulfate,Цинка сульфат,Zinci sulfatis,Act,0.2,0.5,,,,,,,"сухе, прохолодне темне місце",,,,,,0.1,0.25,0.025,0.05,0.1,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Zinc undecylenate,ундециленат цинка,Zinci undecylenatis,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Zinc valerate,Цинк валерат,Zinci valeratis,Act,0.2,0.5,,,,,,,,,,,,,0.1,0.25,0.025,0.05,0.1,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Zinci chloridum,Цинка хлорид,Zinci chloridi,Act,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Zinci oxydum,Оксид цинка,Zinci oxydi,Act,,,,,,,33.0,Практически нерозчинний у воді та спирті,У щільно закупореній тарі,Несумісний з кислотами,suspension,,,Нерозчинний: тритурація; рекомендація Oleum Vaselini 0.5× від маси порошку,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Zinci sulfas,Цинка сульфат,Zinci sulfatis,Act,0.2,0.5,,,,,,,"сухе, прохолодне темне місце",,,,,,0.1,0.25,0.025,0.05,0.1,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Zinci valeras,Зинчи Валерас,Zinci valeratis,Act,0.2,0.5,,,,,,,,,,,,,0.1,0.25,0.025,0.05,0.1,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,Не указано,,,,,,,,,,,,,,,,,,,,,,NO,Лекарственное вещество,Несильнодействующие,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Pulvis Radicis Asphodeli,Порошок корня асфодели,Pulveris Radicis Asphodeli,Твердые,0.5,1.5,0,0,0.18,0.65,0,SlightlySoluble,У сухому та темному місці,Несумісний з сильними окислювачами,None,None,0,ВМС при набуханні,0.1,0.3,0.05,0.1,0.2,True,Natural,Sedative,Herbal,Powder,False,Asphodelaceae,False,False,True,Radix,Trituratio,1:10,40,15,30,15,True,True,True,72,2-8°C,Потребує розтирання до дрібного стану,False,None,Internal,Water,None,0,False,False,DarkGlass,None,None,0,None,False,None,0,Internal,Dissolution,None,0,0,None,PurifiedWater,False,MagicComponent,None,None,VMS
439,Tinctura Absinthii,Настойка абсента,Tincturae Absinthii,Жидкие,0.6,1.8,56,0.92,0,0,0,Soluble,У прохолодному та захищеному від світла місці,Несумісна з танінами та солями заліза,None,None,0,Спиртовий витяг,0.2,0.6,0.05,0.1,0.3,False,Natural,Stomachic,Herbal,Liquid,False,Asteraceae,False,False,True,Herba,Maceratio,1:5,0,0,0,0,True,True,True,8760,15-25°C,Містить артемізинін,False,None,Internal,Alcohol70%,1:5,7,True,True,AmberGlass,Bitter,Ethanol,1:5,Standardized,False,None,0,Internal,Extraction,None,0,0,None,Ethanol70%,False,Volatile,None,None,Alcoholic
440,Succus Sopophori,Сок сопофора,Succi Sopophori,Жидкие,0.1,0.3,25,1.05,0,0,0,Miscible,У холодильнику (2-8°C),Інактивується при нагріванні та контакті зі сталлю,None,None,0,Свіжовижатий сік,0.02,0.06,0.005,0.01,0.03,False,Natural,Hypnotic,Herbal,ViscousLiquid,True,Fabaceae,False,True,False,Fructus,Expression,0,0,0,0,True,True,False,24,2-8°C,Використовувати срібне лезо для віджиму,False,None,Internal,None,0,0,False,False,ColdStorage,Juice,None,1:1,None,False,None,0,Internal,Pressing,None,0,0,None,NaturalCellSap,False,Enzymatic,None,None,Direct,
441,Aqua Foeniculi,Фенхелевая вода,Aquae Foeniculi,Aux,,,,1.0,1.0,1.0,,1:1,CoolPlace,EssentialOilVolatility,,,,,,,,,NO,Вспомогательное вещество,Ветрогонное,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral / Topical,,,,,,Dill water,NO,Prepared from fennel oil (1:1000).,,,,
442,Aqua Menthae piperitae,Мятная вода,Aquae Menthae piperitae,Aux,,,,1.0,1.0,1.0,,1:1,CoolPlace,EssentialOilVolatility,,,,,,,,,NO,Вспомогательное вещество,Корригирующее,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral / Topical,,,,,,Peppermint water,NO,Prepared from peppermint oil (1:1000).,,,,
443,Aqua Rosae,Розовая вода,Aquae Rosae,Aux,,,,1.0,1.0,1.0,,1:1,CoolPlace,EssentialOilVolatility,,,,,,,,,NO,Вспомогательное вещество,Корригирующее,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Ophthalmic,,,,,,Rose water,NO,Prepared from rose oil (1:1000).,,,,
444,Aqua Amygdalarum amararum,Вода горького миндаля,Aquae Amygdalarum amararum,Act,2.0,6.0,20,1.0,1.0,1.0,,1:1,LightProtected,ToxicComponent,,,,,,,,,NO,Лекарственное вещество,Успокаивающее,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral,,,,,,Bitter almond water,NO,Contains 0.1% hydrocyanic acid.,,,,
445,Aqua Anisi,Аква Аниси,Aquae Anisi,Aux,,,,1.0,1.0,1.0,,1:1,CoolPlace,EssentialOilVolatility,,,,,,,,,NO,Вспомогательное вещество,Отхаркивающее,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral,,,,,,Anise water,NO,Prepared from anise oil (1:1000).,,,,
446,Aqua Chamomillae,Аква Ромашка,Aquae Chamomillae,Aux,,,,1.0,1.0,1.0,,1:1,CoolPlace,LightProtected,,,,,,,,,NO,Вспомогательное вещество,Антисептическое,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,,,,,Chamomile water,NO,Obtained by steam distillation of flowers.,,,,
447,Aqua Tiliae,Вода липы,Aquae Tiliae,Aux,,,,1.0,1.0,1.0,,1:1,CoolPlace,LightProtected,,,,,,,,,NO,Вспомогательное вещество,Седативное,Природные,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral / Topical,,,,,,Linden water,NO,Obtained by distillation of linden blossoms.,,,,
448,Spiritus salicylicus,Салициловый спирт,Spiritus salicylici,Act,,,,0.89,1.0,1.0,,1:1,LightProtected,VolatileComponent,,,,,,,,,NO,Лекарственное вещество,Антисептическое,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical,,,,,,Salicyl alcohol 1%,NO,Prepared with 70% ethanol.,,,,
449,Resorcinum,Резорцин,Resorcini,Act,,,,0.6,0.1,0.73,,Легко розчинний у воді та спирті (1:1),LightProtected,LightSensitive,,,,,,,,,NO,Лекарственное вещество,Антисептическое,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Acidum salicylicum,Кислота салициловая,Acidi salicylici,Act,,,,0.4,0.15,0.72,,"Малорозчинна у воді (1:500), легко розчинна у спирті 70%",LightProtected,AcidIncompatible,,,,,,,,,NO,Лекарственное вещество,Кератолитическое,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Spiritus boricus,Борный спирт,Spiritus borici,Act,,,,0.89,1.0,1.0,,1:1,LightProtected,VolatileComponent,,,,,,,,,NO,Лекарственное вещество,Антисептическое,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical,,,,,,Boric alcohol 3%,NO,Prepared with 70% ethanol.,,,,
452,Natrii tetraboras,Натрия тетраборат,Natrii tetraboratis,Act,,,,0.9,0.1,0.75,,1:25,TightlyClosed,IncompatibleWithAlkaloids,,,,,,,,,NO,Лекарственное вещество,Антисептическое,Синтетические,Твердые,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Phenolum purum,Чистый фенол,Phenoli puri,Act,0.05,0.15,,1.06,1.0,1.0,,1:20,LightProtected,CausticComponent,,,,,,,,,NO,Лекарственное вещество,Ядовитые,Синтетические,Твердые,YES,,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Solutio Lugoli cum Glycerino,Раствор Люголя с глицерином,Solutionis Lugoli cum Glycerino,Act,,,,1.25,1.0,1.0,,1:1,LightProtected,IncompatibleWithStarch,,,,,,,,,NO,Лекарственное вещество,Антисептическое,Синтетические,Жидкие,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical,,,,,,Lugol's solution with glycerin,NO,Iodine in glycerin-iodide base.,,,,
455,Iodum,Йод,Iodi,Act,0.02,0.05,,4.9,1.0,1.0,,1:5000,DarkGlass,StarchIncompatible,,,,,,,,,NO,Лекарственное вещество,Антисептическое,Синтетические,Твердые,NO,,NO,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs_KI_Solubilizer,,,,,,,,,,
456,Thymolum,тимол,Thymoli,Substantia,1.0,4.0,-,0.965,0.16,0.81,-,1:1100 H2O 1:1 Alcohol 1:3 Oils,Список Б в защищенном от света месте,Образует эвтектические смеси с камфорой ментолом и хлоралгидратом,Растворение в масле или основе,-,-,Растирают с этиловым спиртом (10 капель на 1.0),0.05-0.5,0.15-1.5,0.05,0.1-0.2,0.3-0.5,Yes,Single,Antisepticum anthelminticum,Plant origin/Synthetic,Крупные бесцветные кристаллы с характерным запахом,No,Phenols,No,No,Yes,-,Растворение в спирте или жирных маслах,-,20°C,-,-,-,-,-,Yes,720,В прохладном темном месте,-,No,-,-,-,-,-,-,-,-,-,-,-,-,-,No,Vaselinum Lanolinum,1-2%,External Dental Per os,Dissolution,-,-,-,-,Alcohol Fatty oils,No,-,Hydrophobic,-
457,Phenolum purum,Чистый фенол,Phenoli puri,Substantia,0.1,0.3,-,1.07,0.18,0.8,-,1:15 H2O 1:0.5 Alcohol 1:1.5 Glycerin 1:10 Fatty oils,Список А в плотно укупоренной таре в защищенном от света месте,Образует эвтектические смеси с ментолом тимолом камфорой прижигающее действие,-,-,-,Применяют фенол жидкий (Phenolum liquefactum) 10:1 с водой,0.005,0.015,-,0.005,0.01,Yes,Single,Antisepticum disinfectant,Synthetic,Бесцветные игольчатые кристаллы розовеющие на воздухе,Yes,Phenols,No,Yes,No,-,Растворение при легком нагревании (до 40°C) или в глицерине,-,40°C,-,-,-,-,-,Yes,240,В прохладном месте,-,No,-,-,-,-,-,-,-,-,-,-,-,-,-,No,Vaselinum Lanolinum,2-5%,External rarely Per os,Dissolution,-,-,-,-,Water Glycerin Fatty oils,No,Фенол жидкий содержит 10% воды и не дает прозрачных масляных растворов,Hydrophobic,-
