NameLatNom,NameLatGen,Type,VrdG,VsdG,GttsPerMl,Density,E_Factor,KUO,KV,Solubility,Storage,InteractionNotes,ointment_entry_type,ointment_solvent_inn_key,ointment_ratio_solute_to_solvent,ointment_note,PedsVrdG,PedsRdG,VrdChild_0_1,VrdChild_1_6,VrdChild_7_14,NeedsTrituration,ByComposition,PharmActivity,ByNature,PhysicalState,IsListA_Poison,NaturalGroup,IsNarcotic,List_A,List_B,HerbalPart,PrepMethod,HerbalRatio,WaterTempC,HeatBathMin,StandMin,CoolMin,Strain,PressMarc,BringToVolume,ShelfLifeHours,StoragePrepared,NotesHerbal,IsHerbalMix,MixComponents,MixUse,ExtractionSolvent,TinctureRatio,MacerationDays,ShakeDaily,Filter,StorageTincture,ExtractType,ExtractSolvent,ExtractRatio,ExtractStd,IsOintmentFitocomp,OintmentBase,OintmentStrength,UseRoute,Process,BufferType,BufferPH,BufferMolarity,BufferComponents,SolventType,Sterile,NotesSolvent,BaseType,NotesBase,dissolution_type
Extractum Foeniculi fluidum,Extractum Foeniculi fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Foeniculi fructus::100,Carminative,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,,,,,,,,,,,,
Extractum Anisi fluidum,Extractum Anisi fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Anisi fructus::100,Carminative,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,,,,,,,,,,,,
Extractum Betulae siccum,Extractum Betulae siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Betulae folia::100,Diuretic,,,,,,,Siccum,Water,DER 4-6:1,,,,,,,,,,,,,,,,
Extractum Crataegi siccum,Extractum Crataegi siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Crataegi fructus::100,Cardiotonic,,,,,,,Siccum,Ethanol/Water,DER 4-7:1,,,,,,,,,,,,,,,,
Extractum Thymi siccum,Extractum Thymi siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Thymi herba::100,Expectorant,,,,,,,Siccum,Ethanol/Water,DER 4-7:1,,,,,,,,,,,,,,,,
Extractum Plantaginis siccum,Extractum Plantaginis siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Plantago folia::100,Anti-inflammatory,,,,,,,Siccum,Water,DER 4-6:1,,,,,,,,,,,,,,,,
Extractum Eucalypti fluidum,Extractum Eucalypti fluidum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Жидкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Eucalypti folia::100,Antiseptic,,,,,,,Fluidum,Ethanol 70%,1:1,,,,,,,,,,,,,,,,
Extractum Leonuri siccum,Extractum Leonuri siccum,Extract,,,,,,,,,"15-25°C, tightly closed, protect from light",,,,,,,,,,,NO,,,Природные,Твердые,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Leonurus herba::100,Sedative,,,,,,,Siccum,Ethanol/Water,DER 3-6:1,,,,,,,,,,,,,,,,
Gel Calendulae 5%,Gel Calendulae 5%,TopicalPhytoModern,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Calendula extract::100,,,,,,,,,,,,YES,Carbomer,5%,External,Carbomer neutralized gel; incorporate extract at <40°C.,,,,,,,,,,
Gel Hyperici 3%,Gel Hyperici 3%,TopicalPhytoModern,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Hypericum extract::100,,,,,,,,,,,,YES,Carbomer,3%,External,Anti-inflammatory gel base.,,,,,,,,,,
Gel Arnicae 5%,Gel Arnicae 5%,TopicalPhytoModern,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Arnica extract::100,,,,,,,,,,,,YES,Carbomer,5%,External,For contusions.,,,,,,,,,,
Cream Chamomillae 5%,Cream Chamomillae 5%,TopicalPhytoModern,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Chamomile extract::100,,,,,,,,,,,,YES,PEG base,5%,External,PEG cream base.,,,,,,,,,,
Cream Salviae 5%,Cream Salviae 5%,TopicalPhytoModern,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Sage extract::100,,,,,,,,,,,,YES,PEG base,5%,External,Antiseptic cream.,,,,,,,,,,
Paste Calendulae 10%,Paste Calendulae 10%,TopicalPhytoModern,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Calendula extract::100,,,,,,,,,,,,YES,Zinc paste base,10%,External,Incorporate into pasta Zinci base.,,,,,,,,,,
Gel Capsici 0.025%,Gel Capsici 0.025%,TopicalPhytoModern,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,Природные,Мягкие,,Растительное сырье,NO,NO,NO,,,,,,,,,,,,,,,Capsicum extract::100,,,,,,,,,,,,YES,Carbomer,0.025%,External,Rubefacient gel.,,,,,,,,,,
Solutio phosphatis pH 6.8,Solutio phosphatis pH 6.8,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral / Topical,,Phosphate,6.8,0.05 M,Natrii dihydrogenophosphas; Dinatrii hydrogenophosphas,,,,,,
Solutio phosphatis pH 7.4,Solutio phosphatis pH 7.4,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ophthalmic / Parenteral,,Phosphate,7.4,0.1 M,Natrii dihydrogenophosphas; Dinatrii hydrogenophosphas,,,,,,
Solutio acetatis pH 4.5,Solutio acetatis pH 4.5,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,Acetate,4.5,0.1 M,Acidum aceticum; Natrii acetas,,,,,,
Solutio citratis pH 5.0,Solutio citratis pH 5.0,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral / Topical,,Citrate,5.0,0.1 M,Acidum citricum; Natrii citras,,,,,,
Solutio citratis pH 3.0,Solutio citratis pH 3.0,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral,,Citrate,3.0,0.05 M,Acidum citricum; Natrii citras,,,,,,
Solutio boratis pH 8.0,Solutio boratis pH 8.0,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ophthalmic / External,,Borate,8.0,0.05 M,Acidum boricum; Natrii boras,,,,,,
Solutio carbonatis pH 9.0,Solutio carbonatis pH 9.0,BufferSolution,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,External,,Carbonate,9.0,0.1 M,Natrii carbonas; Natrii hydrogenocarbonas,,,,,,
Aqua purificata,Aqua purificata,Solvent,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oral / Topical,,,,,,Water purified,NO,Purified water according to pharmacopeia.,,,
Aqua pro injectionibus,Aqua pro injectionibus,Solvent,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parenteral / Ophthalmic,,,,,,Water for injection,YES,"Sterile, pyrogen-free water for injections.",,,
Glycerinum,Glycerinum,Solvent,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,,,,,Polyol solvent,NO,Humectant and solvent; viscous.,,,
Propylenglycolum,Propylenglycolum,Solvent,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral / Parenteral (limited),,,,,,Glycol solvent,NO,Co-solvent; increases solubility of lipophilic substances.,,,
Oleum Persicorum,Oleum Persicorum,OilBase,,,,,,,,,"15-25°C, protect from light",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,,,,,,NO,,Fatty oil base,Peach oil; used as oily vehicle for solutions and ointments.,
Oleum Helianthi,Oleum Helianthi,OilBase,,,,,,,,,"15-25°C, protect from light",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,,,,,,NO,,Fatty oil base,Sunflower oil; common pharmaceutical oil base.,
Macrogolum 400 (PEG 400),Macrogolum 400 (PEG 400),PolymerBase,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical / Oral,,,,,,,NO,,PEG base,Liquid polyethylene glycol; solvent and ointment base component.,
Macrogolum 1500 (PEG 1500),Macrogolum 1500 (PEG 1500),PolymerBase,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Твердые,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical,,,,,,,NO,,PEG base,Solid polyethylene glycol; used in PEG ointment bases.,
Carbomerum,Carbomerum,PolymerBase,,,,,,,,,"15-25°C, tightly closed",,,,,,,,,,,NO,,,,Твердые,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topical,,,,,,,NO,,Carbomer gel base,"Gelling agent; requires neutralization (e.g. NaOH, TEA).",
Solutio Natrii chloridi 0.9% (Isotonica),Solutio Natrii chloridi 0.9%,IsotonicBase,,,,,,,,,According to sterility requirements,,,,,,,,,,,NO,,,,Жидкие,,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parenteral / Ophthalmic / Nasal,,,,,,,YES,,Isotonic solution,0.9% NaCl solution; isotonic with blood plasma.,
Aethacridini lactas,Aethacridini lactatis,Act,0.05,0.15,,,,,,,"Розчинний у воді (1:50), важко в спирті",У добре закупореній тарі в захищеному від світла місці,"Несумісний з лугами, хлоридами, сульфатами",suspension,oleum vaselini,0.5,Барвна речовина! Розтирати з допоміжною рідиною за правилом Дерягіна,0.05,0.15,0.005,0.01,0.02,false,false,Антисептичний засіб,Organic,Жовтий кристалічний порошок,false,Synthetic,false,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,",
Saccharum lactis,Sacchari lactis,Aux,,,,,,,,,,"Легко розчинний у воді, мало в спирті",У сухому місці,,,,,,,,,false,false,Наповнювач,Organic,Білий кристалічний порошок,false,Synthetic,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,",
Adonisidum,Adonisidi,Act,1.18,3.53,34,1.0,,,,Змішується з водою та спиртом у всіх співвідношеннях,"Список Б. У прохолодному (8–15 °С), захищеному від світла місці.","Несумісний з лугами, кислотами, танінами та солями важких металів",,,,0.06,0.18,0.06,0.30,0.60,false,false,Кардіотонічний засіб (серцевий глікозид),Organic,Прозора жовтувата рідина з характерним запахом,false,Серцеві глікозиди,false,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrogenii peroxydi,Hydrogenii peroxydi solutionis,Act,,,,,,,,,,Змішується з водою у всіх співвідношеннях,У прохолодному захищеному від світла місці. Несумісний з лугами та органічними сполуками,,,,,,,,,,false,false,Антисептичний засіб,Inorganic,Прозора безбарвна рідина без запаху,false,Oxidizing agents,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,",
Perhydrolum,Perhydroli,Act,,,,1.1,0.73,,,,,,"У прохолодному місці, у скляному посуді з притертою пробкою. Спричиняє опіки!",Несумісний з відновниками та більшістю металів,,,,,,,,,,false,false,Антисептичний / Дезінфікуючий засіб,Inorganic,Безбарвна масляниста рідина,false,Strong oxidizing agents,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",
